model	sex	age	dir	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
5xFAD	female	4 mo	ora_up	BP	GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	6/505	19/19457	6.038900574803656e-6	6.868486916392845e-5	4.581345624797882e-5	Slc15a3/Igtp/Lacc1/Irgm1/Tnfaip3/Slc15a4	6
5xFAD	female	4 mo	ora_up	BP	GO:0098543	detection of other organism	6/505	19/19457	6.038900574803656e-6	6.868486916392845e-5	4.581345624797882e-5	Clec7a/Tlr2/Naip6/Naip2/Tlr1/Naip5	6
5xFAD	female	4 mo	ora_up	BP	GO:0072678	T cell migration	10/505	65/19457	6.315078592393394e-6	7.164512337566711e-5	4.7787973757631564e-5	App/Dock8/Aif1/Gpr183/Cxcl16/Lgals9/Itgb3/F11r/Msn/Adam17	10
5xFAD	female	4 mo	ora_up	BP	GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	9/505	52/19457	6.785378857997282e-6	7.678730245331598e-5	5.1217855754361925e-5	Lilrb4a/Ptpn6/Fcgr2b/Ptprc/Havcr2/Nckap1l/Vsir/Loxl3/Jak3	9
5xFAD	female	4 mo	ora_up	BP	GO:0050851	antigen receptor-mediated signaling pathway	17/505	185/19457	6.968925789971322e-6	7.866677132338556e-5	5.24714792364547e-5	Cd22/Psen1/Lilrb4a/Thy1/Ptpn6/Lat2/Klhl6/Laptm5/Ptprc/Btk/Nckap1l/Lcp2/Fyb/Blnk/Plcg2/Ighm/Lyn	17
5xFAD	female	4 mo	ora_up	BP	GO:0007249	I-kappaB kinase/NF-kappaB signaling	19/505	225/19457	7.02181640092306e-6	7.906565267439365e-5	5.273753686377476e-5	Trim30b/Lilrb4a/Trem2/Tlr2/Trim30d/Tlr7/Ticam2/Btk/Trim30a/Cd74/Tifab/Cx3cr1/Capn3/Plcg2/Trim12c/Trim25/Tnfaip3/Stat1/Ltbr	19
5xFAD	female	4 mo	ora_up	BP	GO:0002335	mature B cell differentiation	8/505	40/19457	7.212212612178636e-6	8.100699652182687e-5	5.403243153998641e-5	Lilrb4a/Slamf8/Irf8/Spi1/Gpr183/Plcg2/Tnfaip3/Nfatc1	8
5xFAD	female	4 mo	ora_up	BP	GO:0001780	neutrophil homeostasis	7/505	29/19457	7.235148638330989e-6	8.106246136080292e-5	5.406942711127688e-5	Lilrb4a/Fcgr2b/Itgam/Cd44/Csf1/Cfh/Axl	7
5xFAD	female	4 mo	ora_up	BP	GO:0032663	regulation of interleukin-2 production	10/505	66/19457	7.2721621862158006e-6	8.107380813543555e-5	5.4076995517091954e-5	Lilrb4a/Lag3/Laptm5/Ptprc/Runx1/Havcr2/Plcg2/Zfp36/Tnfaip3/Cd34	10
5xFAD	female	4 mo	ora_up	BP	GO:1902893	regulation of miRNA transcription	10/505	66/19457	7.2721621862158006e-6	8.107380813543555e-5	5.4076995517091954e-5	Lilrb4a/App/Spi1/Tgfb1/Tgfbr1/Pdgfb/Srebf1/Stat3/Srebf2/Hif1a	10
5xFAD	female	4 mo	ora_up	BP	GO:0034154	toll-like receptor 7 signaling pathway	5/505	12/19457	7.864859657498659e-6	8.660960366106104e-5	5.776942340110969e-5	Havcr2/Tlr7/Pik3ap1/Unc93b1/Slc15a4	5
5xFAD	female	4 mo	ora_up	BP	GO:0036005	response to macrophage colony-stimulating factor	5/505	12/19457	7.864859657498659e-6	8.660960366106104e-5	5.776942340110969e-5	Trem2/Tlr2/Csf1r/Dok1/Csf1	5
5xFAD	female	4 mo	ora_up	BP	GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	5/505	12/19457	7.864859657498659e-6	8.660960366106104e-5	5.776942340110969e-5	Trem2/Tlr2/Csf1r/Dok1/Csf1	5
5xFAD	female	4 mo	ora_up	BP	GO:0043301	negative regulation of leukocyte degranulation	5/505	12/19457	7.864859657498659e-6	8.660960366106104e-5	5.776942340110969e-5	Cd84/Spi1/Nckap1l/Lgals9/Hmox1	5
5xFAD	female	4 mo	ora_up	BP	GO:1902947	regulation of tau-protein kinase activity	5/505	12/19457	7.864859657498659e-6	8.660960366106104e-5	5.776942340110969e-5	App/C5ar1/Hgf/Apoe/Clu	5
5xFAD	female	4 mo	ora_up	BP	GO:0043373	CD4-positive, alpha-beta T cell lineage commitment	6/505	20/19457	8.438374369254456e-6	9.224863630854871e-5	6.153071142016407e-5	Ly9/Tgfb1/Il6ra/Ctsl/Loxl3/Stat3	6
5xFAD	female	4 mo	ora_up	BP	GO:0071404	cellular response to low-density lipoprotein particle stimulus	6/505	20/19457	8.438374369254456e-6	9.224863630854871e-5	6.153071142016407e-5	Itgb2/Fcer1g/Cd9/Lpl/Ldlr/Hmgcs1	6
5xFAD	female	4 mo	ora_up	BP	GO:0090594	inflammatory response to wounding	6/505	20/19457	8.438374369254456e-6	9.224863630854871e-5	6.153071142016407e-5	Grn/Alox5/Hmox1/Cd44/Cfh/Hif1a	6
5xFAD	female	4 mo	ora_up	BP	GO:0002637	regulation of immunoglobulin production	11/505	82/19457	8.571605829897743e-6	9.347823888101558e-5	6.235086794578351e-5	Cd22/Lilrb4a/Fcgr2b/Cd37/Ptprc/Cd86/Tgfb1/Ighm/Tnfaip3/Pkn1/Slc15a4	11
5xFAD	female	4 mo	ora_up	BP	GO:2000249	regulation of actin cytoskeleton reorganization	8/505	41/19457	8.75880200938946e-6	9.528899577364766e-5	6.355865989015386e-5	Gmfg/Baiap2l2/Csf1r/Fes/Hck/Tgfb1/F11r/Arhgdib	8
5xFAD	female	4 mo	ora_up	BP	GO:0034612	response to tumor necrosis factor	17/505	189/19457	9.266708713654981e-6	1.0057170131639044e-4	6.708227436593867e-5	Ccl3/Ccl4/Ccl6/Cd14/Laptm5/Ccl9/Naip6/Naip2/Naip5/Cebpa/Cxcl16/Zfp36/Tnfrsf1a/Stat1/Adam17/Lims1/Gba	17
5xFAD	female	4 mo	ora_up	BP	GO:0032946	positive regulation of mononuclear cell proliferation	15/505	151/19457	9.415517807547957e-6	1.0194108703172115e-4	6.799566756766668e-5	Rasal3/Ptprc/Havcr2/Cd86/H2-DMb1/Nckap1l/Cd74/Aif1/Gpr183/Tgfbr2/Cd274/Ighm/Csf1/Ccdc88b/Jak3	15
5xFAD	female	4 mo	ora_up	BP	GO:0045055	regulated exocytosis	21/505	272/19457	9.445371120855444e-6	1.0201906841326839e-4	6.804768188545105e-5	Psen1/Fgr/Myo1f/Cd84/Itgb2/Lat2/Fcer1g/Plek/Spi1/Rac2/Nckap1l/Fes/Anxa3/Lgals9/Itgam/Hmox1/Syngr2/Lyn/Rims1/Gnai2/Ppfia3	21
5xFAD	female	4 mo	ora_up	BP	GO:0007264	small GTPase mediated signal transduction	28/505	432/19457	9.475067734661692e-6	1.0209498822228771e-4	6.809832111489415e-5	Gpr65/Rasal3/Iqgap3/Vav1/Dock2/Rac2/Was/Pik3cg/Dock8/Cyth4/Aif1/Dok1/Arhgap30/Hmox1/F11r/Csf1/Arhgdib/Arhgap25/Arap3/Dhcr24/Rasgrp3/Col1a2/Myoc/Abca1/Apoe/Wasf2/Gna12/Rgl2	28
5xFAD	female	4 mo	ora_up	BP	GO:0002712	regulation of B cell mediated immunity	10/505	68/19457	9.567713540820495e-6	1.0235862657447865e-4	6.827417038505236e-5	Trem2/Ptpn6/Fcgr2b/Fcer1g/Ptprc/Fcgr3/Fcgr1/C3/Tgfb1/Slc15a4	10
5xFAD	female	4 mo	ora_up	BP	GO:0002889	regulation of immunoglobulin mediated immune response	10/505	68/19457	9.567713540820495e-6	1.0235862657447865e-4	6.827417038505236e-5	Trem2/Ptpn6/Fcgr2b/Fcer1g/Ptprc/Fcgr3/Fcgr1/C3/Tgfb1/Slc15a4	10
5xFAD	female	4 mo	ora_up	BP	GO:0061614	miRNA transcription	10/505	68/19457	9.567713540820495e-6	1.0235862657447865e-4	6.827417038505236e-5	Lilrb4a/App/Spi1/Tgfb1/Tgfbr1/Pdgfb/Srebf1/Stat3/Srebf2/Hif1a	10
5xFAD	female	4 mo	ora_up	BP	GO:0071677	positive regulation of mononuclear cell migration	10/505	69/19457	1.093301930324574e-5	1.1599048890697361e-4	7.736675127150198e-5	App/Spi1/Dock8/Aif1/Tgfb1/Lgals9/Cx3cr1/Itgb3/Adam17/Lgmn	10
5xFAD	female	4 mo	ora_up	BP	GO:0043030	regulation of macrophage activation	9/505	55/19457	1.094492846036052e-5	1.1599048890697361e-4	7.736675127150198e-5	Cst7/Trem2/Cd84/Havcr2/Grn/Cebpa/Lgals9/Ctsc/Ldlr	9
5xFAD	female	4 mo	ora_up	BP	GO:0045058	T cell selection	9/505	55/19457	1.094492846036052e-5	1.1599048890697361e-4	7.736675127150198e-5	Ly9/Ptprc/Dock2/Cd74/Tgfb1/Il6ra/Ctsl/Loxl3/Stat3	9
5xFAD	female	4 mo	ora_up	BP	GO:0052372	modulation by symbiont of entry into host	9/505	55/19457	1.094492846036052e-5	1.1599048890697361e-4	7.736675127150198e-5	Trim30b/Ch25h/Trim30d/Trim30a/Cd74/Ifitm3/Trim12c/Trim25/Ly6e	9
5xFAD	female	4 mo	ora_up	BP	GO:0030889	negative regulation of B cell proliferation	6/505	21/19457	1.155553817843691e-5	1.2188792495475372e-4	8.130039679837038e-5	Tyrobp/Fcgr2b/Btk/Inpp5d/Lyn/Pkn1	6
5xFAD	female	4 mo	ora_up	BP	GO:0060333	interferon-gamma-mediated signaling pathway	6/505	21/19457	1.155553817843691e-5	1.2188792495475372e-4	8.130039679837038e-5	Nlrc5/Parp14/Igtp/Parp9/Irgm1/Stat1	6
5xFAD	female	4 mo	ora_up	BP	GO:0097696	receptor signaling pathway via STAT	15/505	154/19457	1.1951503295464181e-5	1.2577002533357634e-4	8.388979440544706e-5	Osm/Ptprc/Hcls1/Csf2rb/Csf1r/Tgfb1/Il10ra/Parp14/Parp9/Lyn/Tnfrsf1a/Stat1/Il6ra/Jak3/Stat3	15
5xFAD	female	4 mo	ora_up	BP	GO:0038061	NIK/NF-kappaB signaling	13/505	118/19457	1.2083210589751064e-5	1.2685962819636084e-4	8.461656980284513e-5	Trem2/App/Tlr2/Cd14/Laptm5/Tlr1/Havcr2/Tlr7/Cd86/Nlrp3/Spi1/Chil1/Lims1	13
5xFAD	female	4 mo	ora_up	BP	GO:1990868	response to chemokine	10/505	70/19457	1.2463034262752926e-5	1.298041242162691e-4	8.658057644975974e-5	Ccl3/Ccl4/Ccl6/Trem2/Ccl9/Lox/Dock8/Cx3cr1/Padi2/Hif1a	10
5xFAD	female	4 mo	ora_up	BP	GO:1990869	cellular response to chemokine	10/505	70/19457	1.2463034262752926e-5	1.298041242162691e-4	8.658057644975974e-5	Ccl3/Ccl4/Ccl6/Trem2/Ccl9/Lox/Dock8/Cx3cr1/Padi2/Hif1a	10
5xFAD	female	4 mo	ora_up	BP	GO:0002524	hypersensitivity	5/505	13/19457	1.2507768630075664e-5	1.298041242162691e-4	8.658057644975974e-5	Fcgr2b/Fcer1g/Fcgr3/Fcgr1/C3	5
5xFAD	female	4 mo	ora_up	BP	GO:0043312	neutrophil degranulation	5/505	13/19457	1.2507768630075664e-5	1.298041242162691e-4	8.658057644975974e-5	Myo1f/Itgb2/Spi1/Anxa3/Itgam	5
5xFAD	female	4 mo	ora_up	BP	GO:0072540	T-helper 17 cell lineage commitment	5/505	13/19457	1.2507768630075664e-5	1.298041242162691e-4	8.658057644975974e-5	Ly9/Tgfb1/Il6ra/Loxl3/Stat3	5
5xFAD	female	4 mo	ora_up	BP	GO:0030851	granulocyte differentiation	8/505	43/19457	1.2700962411593557e-5	1.312044373894894e-4	8.751459855791408e-5	C1qc/Runx1/Hcls1/Spi1/Cebpa/Ikzf1/Inpp5d/Fasn	8
5xFAD	female	4 mo	ora_up	BP	GO:0036230	granulocyte activation	8/505	43/19457	1.2700962411593557e-5	1.312044373894894e-4	8.751459855791408e-5	Tyrobp/Myo1f/Itgb2/Fcer1g/Spi1/Grn/Anxa3/Itgam	8
5xFAD	female	4 mo	ora_up	BP	GO:0045071	negative regulation of viral genome replication	9/505	56/19457	1.2744350380650148e-5	1.313513824129251e-4	8.761261227598584e-5	Oas3/Ifi206/Ifi204/Oas1a/Ifi207/Oas2/Bst2/Ifitm3/Apobec3	9
5xFAD	female	4 mo	ora_up	BP	GO:0051346	negative regulation of hydrolase activity	23/505	322/19457	1.2832001589132466e-5	1.3195281999418408e-4	8.801377682139885e-5	Cst7/Serpinf2/Ifi206/Ifi204/App/Ifi207/Plaur/Naip6/Naip2/Spint1/Serpina3n/Naip5/Grn/Nckap1l/Cd44/F11r/Gmip/Hgf/Dhcr24/Cst3/Ctsb/Sema4d/Gnai2	23
5xFAD	female	4 mo	ora_up	BP	GO:0019216	regulation of lipid metabolic process	25/505	369/19457	1.3490537663600775e-5	1.3840861420696558e-4	9.231985251628488e-5	Hcar2/Fgr/Trem2/App/Mlxipl/Hpgd/Pik3cg/Cd74/Apobec1/C3/Tgfb1/Rnf213/Plcg2/Ldlr/Tspo/Stard4/Fdps/Lyn/Pdgfb/Insig1/Golm1/Apoe/Srebf1/Idh1/Srebf2	25
5xFAD	female	4 mo	ora_up	BP	GO:0002711	positive regulation of T cell mediated immunity	10/505	71/19457	1.4173960194233756e-5	1.4508981071552007e-4	9.677627367067736e-5	Ptprc/H2-Q7/Nlrp3/H2-Q6/B2m/H2-Q4/H2-K1/H2-D1/H2-T23/H2-T22	10
5xFAD	female	4 mo	ora_up	BP	GO:0036037	CD8-positive, alpha-beta T cell activation	7/505	32/19457	1.4585131829243104e-5	1.489601672537663e-4	9.935783802520543e-5	Tnfsf8/Lilrb4a/Runx1/Wdfy4/Nckap1l/Vsir/Cd274	7
5xFAD	female	4 mo	ora_up	BP	GO:0045069	regulation of viral genome replication	11/505	87/19457	1.5256820620004537e-5	1.5546769247172043e-4	1.0369841878898058e-4	Oas3/Ifi206/Ifi204/Oas1a/Ifi207/Oas2/Bst2/Top2a/Ifitm3/Apobec3/Pabpc1	11
5xFAD	female	4 mo	ora_up	BP	GO:0002363	alpha-beta T cell lineage commitment	6/505	22/19457	1.5541776190837426e-5	1.5801390510955253e-4	1.0539676665949865e-4	Ly9/Tgfb1/Il6ra/Ctsl/Loxl3/Stat3	6
5xFAD	female	4 mo	ora_up	BP	GO:0061045	negative regulation of wound healing	10/505	72/19457	1.608321814375489e-5	1.6315048315196403e-4	1.088229127128413e-4	Serpinf2/Plaur/Plau/Alox5/Cd9/Pros1/Pdgfb/Hmgcr/Apoe/Cd34	10
5xFAD	female	4 mo	ora_up	BP	GO:1901214	regulation of neuron death	26/505	398/19457	1.7184780910761254e-5	1.7393315330801952e-4	1.1601505551581931e-4	Ccl3/Psen1/Trem2/Tyrobp/App/Fcgr2b/C1qa/C5ar1/Ctsz/Ncf2/Grn/Gpnmb/Itgam/Cx3cr1/Hmox1/Tnfrsf1b/Csf1/Tnfrsf1a/Axl/Apoe/Clu/Lgmn/Stat3/Cd34/Gba/Hif1a	26
5xFAD	female	4 mo	ora_up	BP	GO:0016485	protein processing	20/505	262/19457	1.810003144171651e-5	1.8238336816901228e-4	1.2165142861418179e-4	Cst7/Ctse/F9/Psen1/Serpinf2/Ifi206/Ifi204/Ifi207/Ctss/Plaur/Casp4/Plau/Ctsz/Ctsh/Vsir/Mafb/Ctsl/Dhcr24/Adam17/Lgmn	20
5xFAD	female	4 mo	ora_up	BP	GO:0045672	positive regulation of osteoclast differentiation	7/505	33/19457	1.8100658430627996e-5	1.8238336816901228e-4	1.2165142861418179e-4	Ccl3/Trem2/Tyrobp/Csf1r/Itgb3/Csf1/Gpr68	7
5xFAD	female	4 mo	ora_up	BP	GO:0010952	positive regulation of peptidase activity	16/505	179/19457	1.8272887422837174e-5	1.8370777891173803e-4	1.225348230845331e-4	Ifi206/Ifi204/App/Ifi207/Laptm5/Ctsd/Nlrp3/Grn/Ctsh/Vsir/Lyn/Stat1/Lgmn/Pml/Stat3/Men1	16
5xFAD	female	4 mo	ora_up	BP	GO:0030218	erythrocyte differentiation	14/505	141/19457	1.8694006039532492e-5	1.8752294699789386e-4	1.2507957622043308e-4	Hcls1/Spi1/Nckap1l/B2m/Ikzf1/Inpp5d/Mafb/Zfp36/Dnase2a/Lyn/Stat1/Jak3/Stat3/Hif1a	14
5xFAD	female	4 mo	ora_up	BP	GO:0032494	response to peptidoglycan	5/505	14/19457	1.904173785505497e-5	1.8974333473267168e-4	1.2656059580420795e-4	Trem2/Tlr2/C5ar1/Nlrp3/Irf5	5
5xFAD	female	4 mo	ora_up	BP	GO:0033004	negative regulation of mast cell activation	5/505	14/19457	1.904173785505497e-5	1.8974333473267168e-4	1.2656059580420795e-4	Lilrb4a/Cd84/Cnr2/Ptpn6/Hmox1	5
5xFAD	female	4 mo	ora_up	BP	GO:0150079	negative regulation of neuroinflammatory response	5/505	14/19457	1.904173785505497e-5	1.8974333473267168e-4	1.2656059580420795e-4	Cst7/Trem2/Grn/Tnfrsf1b/Ldlr	5
5xFAD	female	4 mo	ora_up	BP	GO:0070997	neuron death	28/505	449/19457	1.9202321526615777e-5	1.9092109526683764e-4	1.2734617320079339e-4	Ccl3/Psen1/Trem2/Tyrobp/App/Fcgr2b/C1qa/Plau/C5ar1/Ctsz/Ncf2/Grn/Gpnmb/Itgam/Cx3cr1/Hmox1/Tnfrsf1b/Csf1/Tnfrsf1a/Axl/Ccr5/Apoe/Clu/Lgmn/Stat3/Cd34/Gba/Hif1a	28
5xFAD	female	4 mo	ora_up	BP	GO:0045862	positive regulation of proteolysis	24/505	356/19457	2.1699949285568298e-5	2.1527879203127667e-4	1.435929869256015e-4	Psen1/Trem2/Ifi206/Ifi204/App/Ifi207/Laptm5/Ctsd/Nlrp3/Grn/Ctsh/Vsir/Ctsc/Capn3/Tnfrsf1b/Lyn/Stat1/Apoe/Clu/Lgmn/Pml/Stat3/Gba/Men1	24
5xFAD	female	4 mo	ora_up	BP	GO:0002719	negative regulation of cytokine production involved in immune response	7/505	34/19457	2.2287251311347836e-5	2.2061929649738605e-4	1.471551538290034e-4	Lilrb4a/Bst2/Tgfb1/Vsir/Hmox1/Axl/Jak3	7
5xFAD	female	4 mo	ora_up	BP	GO:0032677	regulation of interleukin-8 production	10/505	75/19457	2.319476632705402e-5	2.2909918319528796e-4	1.5281131832274277e-4	Tlr2/Cd14/Ptprc/Tlr1/Tlr7/Cd74/Rigi/Cd33/Chil1/Stat3	10
5xFAD	female	4 mo	ora_up	BP	GO:0045807	positive regulation of endocytosis	13/505	126/19457	2.4569448142199387e-5	2.4214615849554934e-4	1.6151377403624795e-4	Trem2/App/Cd14/Fcgr1/Nckap1l/B2m/C3/Plcg2/Ighm/Axl/Cd63/Apoe/Clu	13
5xFAD	female	4 mo	ora_up	BP	GO:1902903	regulation of supramolecular fiber organization	25/505	383/19457	2.5224593756466514e-5	2.4757051489579464e-4	1.651318709714401e-4	Gpr65/Psen1/Serpinf2/Trem2/App/Tlr2/Hcls1/Capg/Plek/Gmfg/Baiap2l2/Nckap1l/Was/Fes/Tgfbr1/Ldlr/F11r/Arpc1b/Sh3pxd2b/Aebp1/Myoc/Apoe/Clu/Wasf2/Cotl1	25
5xFAD	female	4 mo	ora_up	BP	GO:0050678	regulation of epithelial cell proliferation	26/505	407/19457	2.5229766060650473e-5	2.4757051489579464e-4	1.651318709714401e-4	Mmp12/Iqgap3/Plau/Cyba/Grn/Alox5/Ang/B2m/Tgfb1/Uhrf1/Tgfbr1/Itgb3/Hmox1/Zfp36/Tnfaip3/Stat1/Nfatc1/Ctsl/B4galt1/Pdgfb/Adam17/Apoe/Stat3/Lims1/Men1/Frs2	26
5xFAD	female	4 mo	ora_up	BP	GO:0032637	interleukin-8 production	10/505	76/19457	2.609809510612745e-5	2.555343920826044e-4	1.7044385224917102e-4	Tlr2/Cd14/Ptprc/Tlr1/Tlr7/Cd74/Rigi/Cd33/Chil1/Stat3	10
5xFAD	female	4 mo	ora_up	BP	GO:0034138	toll-like receptor 3 signaling pathway	6/505	24/19457	2.6825461899493742e-5	2.6095438530306656e-4	1.7405903890225108e-4	Oas1a/Havcr2/Cd86/Unc93b1/Lgals9/Tnfaip3	6
5xFAD	female	4 mo	ora_up	BP	GO:0043369	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	6/505	24/19457	2.6825461899493742e-5	2.6095438530306656e-4	1.7405903890225108e-4	Ly9/Tgfb1/Il6ra/Ctsl/Loxl3/Stat3	6
5xFAD	female	4 mo	ora_up	BP	GO:1903306	negative regulation of regulated secretory pathway	6/505	24/19457	2.6825461899493742e-5	2.6095438530306656e-4	1.7405903890225108e-4	Cd84/Spi1/Nckap1l/Lgals9/Hmox1/Gnai2	6
5xFAD	female	4 mo	ora_up	BP	GO:0044706	multi-multicellular organism process	15/505	165/19457	2.7215054980623108e-5	2.6385329076843324e-4	1.7599263621882505e-4	Mmp12/H2-Q7/Havcr2/Hexb/Hpgd/Grn/Lgals9/Itgb3/Arhgdib/Ctsl/B4galt1/Sh3pxd2b/Igfbp5/Ctsb/Men1	15
5xFAD	female	4 mo	ora_up	BP	GO:0006026	aminoglycan catabolic process	7/505	35/19457	2.7240626156154856e-5	2.6385329076843324e-4	1.7599263621882505e-4	Hexb/Gusb/Tgfb1/Hexa/Cd44/Chil1/Gns	7
5xFAD	female	4 mo	ora_up	BP	GO:0001878	response to yeast	5/505	15/19457	2.7954054402928025e-5	2.684542879121275e-4	1.790615447558222e-4	Clec7a/App/Ncf1/Ang/Plcg2	5
5xFAD	female	4 mo	ora_up	BP	GO:0002730	regulation of dendritic cell cytokine production	5/505	15/19457	2.7954054402928025e-5	2.684542879121275e-4	1.790615447558222e-4	Tlr2/Bst2/Rigi/Plcg2/Jak3	5
5xFAD	female	4 mo	ora_up	BP	GO:0060330	regulation of response to interferon-gamma	5/505	15/19457	2.7954054402928025e-5	2.684542879121275e-4	1.790615447558222e-4	Nlrc5/Parp14/Igtp/Parp9/Irgm1	5
5xFAD	female	4 mo	ora_up	BP	GO:0060334	regulation of interferon-gamma-mediated signaling pathway	5/505	15/19457	2.7954054402928025e-5	2.684542879121275e-4	1.790615447558222e-4	Nlrc5/Parp14/Igtp/Parp9/Irgm1	5
5xFAD	female	4 mo	ora_up	BP	GO:0061097	regulation of protein tyrosine kinase activity	10/505	77/19457	2.9307310098530522e-5	2.808513291144286e-4	1.873304882893754e-4	Psen1/Lilrb4a/App/Thy1/Abi3/Ptprc/Csf1r/Itgb3/Pdgfb/Adam17	10
5xFAD	female	4 mo	ora_up	BP	GO:0030195	negative regulation of blood coagulation	8/505	48/19457	2.949781987142528e-5	2.8207681677473343e-4	1.8814790012973014e-4	Serpinf2/Plaur/Plau/Cd9/Pros1/Pdgfb/Apoe/Cd34	8
5xFAD	female	4 mo	ora_up	BP	GO:0007259	receptor signaling pathway via JAK-STAT	14/505	147/19457	2.9909582362403338e-5	2.854083876276793e-4	1.9037008934500251e-4	Osm/Ptprc/Hcls1/Csf2rb/Csf1r/Il10ra/Parp14/Parp9/Lyn/Tnfrsf1a/Stat1/Il6ra/Jak3/Stat3	14
5xFAD	female	4 mo	ora_up	BP	GO:0050671	positive regulation of lymphocyte proliferation	14/505	148/19457	3.2264514941533195e-5	3.072291232487643e-4	2.0492472603346107e-4	Rasal3/Ptprc/Havcr2/Cd86/H2-DMb1/Nckap1l/Cd74/Aif1/Gpr183/Tgfbr2/Cd274/Ighm/Ccdc88b/Jak3	14
5xFAD	female	4 mo	ora_up	BP	GO:0045670	regulation of osteoclast differentiation	10/505	78/19457	3.284845616719448e-5	3.121296341287847e-4	2.081934130605664e-4	Ccl3/Lilrb4a/Trem2/Tyrobp/Csf1r/Inpp5d/Mafb/Itgb3/Csf1/Gpr68	10
5xFAD	female	4 mo	ora_up	BP	GO:0043304	regulation of mast cell degranulation	7/505	36/19457	3.306554971370854e-5	3.128723443498808e-4	2.0868880779063284e-4	Fgr/Cd84/Fcer1g/Rac2/Fes/Hmox1/Lyn	7
5xFAD	female	4 mo	ora_up	BP	GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	7/505	36/19457	3.306554971370854e-5	3.128723443498808e-4	2.0868880779063284e-4	Runx1/Vsir/Lgals9/Cd274/Cd44/Loxl3/Jak3	7
5xFAD	female	4 mo	ora_up	BP	GO:0007265	Ras protein signal transduction	23/505	342/19457	3.3331831345275434e-5	3.1473075131891105e-4	2.0992838278586798e-4	Gpr65/Rasal3/Iqgap3/Dock2/Rac2/Was/Pik3cg/Cyth4/Aif1/Dok1/F11r/Csf1/Arhgdib/Arap3/Dhcr24/Rasgrp3/Col1a2/Myoc/Abca1/Apoe/Wasf2/Gna12/Rgl2	23
5xFAD	female	4 mo	ora_up	BP	GO:0045861	negative regulation of proteolysis	22/505	319/19457	3.372249025345917e-5	3.1775333912464454e-4	2.1194447739126285e-4	Cst7/Psen1/Serpinf2/Ifi206/Ifi204/App/Ifi207/Plaur/Naip6/Naip2/Plau/Spint1/Serpina3n/Ctsz/Naip5/Cd44/Hgf/Dhcr24/Cst3/Ctsb/Pml/Rps7	22
5xFAD	female	4 mo	ora_up	BP	GO:0002673	regulation of acute inflammatory response	8/505	49/19457	3.4461300879459315e-5	3.226310293422666e-4	2.1519794282107808e-4	Fcgr2b/Fcer1g/Fcgr3/Nlrp3/Fcgr1/Pik3cg/C3/Ccr5	8
5xFAD	female	4 mo	ora_up	BP	GO:0010543	regulation of platelet activation	8/505	49/19457	3.4461300879459315e-5	3.226310293422666e-4	2.1519794282107808e-4	Fcer1g/Plek/Cd9/F11r/Lyn/Il6ra/Pdgfb/Apoe	8
5xFAD	female	4 mo	ora_up	BP	GO:1900047	negative regulation of hemostasis	8/505	49/19457	3.4461300879459315e-5	3.226310293422666e-4	2.1519794282107808e-4	Serpinf2/Plaur/Plau/Cd9/Pros1/Pdgfb/Apoe/Cd34	8
5xFAD	female	4 mo	ora_up	BP	GO:1903975	regulation of glial cell migration	6/505	25/19457	3.452667765163688e-5	3.226310293422666e-4	2.1519794282107808e-4	Trem2/Gpr183/Cx3cr1/Csf1/P2ry12/Vim	6
5xFAD	female	4 mo	ora_up	BP	GO:2000628	regulation of miRNA metabolic process	10/505	79/19457	3.6749240883453616e-5	3.426885733728262e-4	2.285765140707783e-4	Lilrb4a/App/Spi1/Tgfb1/Tgfbr1/Pdgfb/Srebf1/Stat3/Srebf2/Hif1a	10
5xFAD	female	4 mo	ora_up	BP	GO:0043903	regulation of biological process involved in symbiotic interaction	9/505	64/19457	3.8552883892599235e-5	3.587648534137747e-4	2.3929954464871293e-4	Trim30b/Ch25h/Trim30d/Trim30a/Cd74/Ifitm3/Trim12c/Trim25/Ly6e	9
5xFAD	female	4 mo	ora_up	BP	GO:0030214	hyaluronan catabolic process	5/505	16/19457	3.979466423893075e-5	3.672851797789838e-4	2.4498268278237353e-4	Hexb/Gusb/Tgfb1/Hexa/Cd44	5
5xFAD	female	4 mo	ora_up	BP	GO:0034162	toll-like receptor 9 signaling pathway	5/505	16/19457	3.979466423893075e-5	3.672851797789838e-4	2.4498268278237353e-4	Havcr2/Rab7b/Pik3ap1/Unc93b1/Slc15a4	5
5xFAD	female	4 mo	ora_up	BP	GO:0045655	regulation of monocyte differentiation	5/505	16/19457	3.979466423893075e-5	3.672851797789838e-4	2.4498268278237353e-4	Cd74/Fes/Inpp5d/Csf1/Gpr68	5
5xFAD	female	4 mo	ora_up	BP	GO:1903978	regulation of microglial cell activation	5/505	16/19457	3.979466423893075e-5	3.672851797789838e-4	2.4498268278237353e-4	Cst7/Trem2/Grn/Ctsc/Ldlr	5
