Study	Tissue	ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
MAYO	CBE	BP	GO:0061448	connective tissue development	54	0.37575459387108495	1.7808606730501486	0.0035811082910080613	0.020481492081965712	0.014587042513023733	1298	tags=44%, list=24%, signal=34%	CHI3L1/STC1/ZBTB16/GPR4/TGFBI/MGP/TGFBR2/RSPO2/BGN/PIK3CA/NPPC/SLC39A14/TSKU/BMPR2/SLC25A25/ACVRL1/CTSK/TGFB1/WNT2B/ZMPSTE24/UBB/GPLD1/CTNNB1/PAXIP1
MAYO	CBE	BP	GO:0001667	ameboidal-type cell migration	108	0.3080120969838183	1.7125259844003136	0.003601444336968435	0.020558852287957462	0.014642138919530735	1301	tags=37%, list=24%, signal=29%	CYP1B1/ANGPT2/PDLIM1/STC1/PTGS2/TPBG/TGFBR2/MMRN2/AKAP12/MET/KLF4/RET/SEMA7A/HSPB1/GADD45A/EPHB4/TGFB2/PIK3CA/EPHA2/ANGPT1/DCN/SP100/ETS1/BMPR2/ACVRL1/KITLG/CLEC14A/TGFB1/PRKCE/SEMA3F/PIK3CD/ATP2B4/GPLD1/PLCG1/DNAJA4/CALR/RCC2/VASH1/PAXIP1/NRP2
MAYO	CBE	BP	GO:0042310	vasoconstriction	17	0.5517489774818499	1.9683515242113503	0.0036140592471393283	0.020592490387508898	0.014666096177441948	752	tags=53%, list=14%, signal=46%	PTGS2/HRH1/GJA5/ADRA1D/HTR1A/HRH2/ARHGAP42/F2R/BMPR2
MAYO	CBE	CC	GO:0036126	sperm flagellum	41	-0.37238650324051725	-1.778028540964481	0.0036170733706664565	0.020592490387508898	0.014666096177441948	1237	tags=54%, list=23%, signal=42%	SLIRP/IFT172/RPGR/RSPH1/ENKUR/CFAP69/SPAG16/IFT88/SPACA9/CFAP70/IFT27/AK8/CFAP221/SPEF2/SPATA6/NME5/DNAH1/WBP2NL/DNAH2/PMFBP1/TEKT3/CATSPERG
MAYO	CBE	BP	GO:0097193	intrinsic apoptotic signaling pathway	92	0.31264797800526384	1.683015067669829	0.003634842584297354	0.02066583888652931	0.014718335421985043	1691	tags=42%, list=31%, signal=30%	S100A9/S100A8/CYP1B1/HSPA1A/PTGS2/DNAJA1/DDIT4/CDKN1A/HSPB1/TRIM32/NKX3-1/CEBPB/BCL3/EPHA2/MYC/STK24/CHEK2/HYOU1/IKBKE/ING2/TOPORS/CUL3/UBB/DDX3X/FIGNL1/PARP1/MSH6/PRKDC/MOAP1/RRP8/BECN1/PPIF/NFE2L2/PINK1/HIPK1/MSH2/HTRA2/BCLAF1/CDKN2D
MAYO	CBE	BP	GO:0045471	response to ethanol	32	0.4386555995276116	1.850930463905065	0.0036527204668937428	0.0207396074831685	0.01477087386259257	1014	tags=38%, list=19%, signal=31%	S100A8/GLRA1/OPRK1/CYBB/NPPC/ADCY7/GRIN2A/GLRA2/CTSK/ST6GAL1/PRKCE/BIRC2
MAYO	CBE	BP	GO:0099623	regulation of cardiac muscle cell membrane repolarization	10	0.644016814730066	1.9439803597587368	0.0036686110848319978	0.020801910038658646	0.014815246119358229	1347	tags=80%, list=25%, signal=60%	KCNE4/SCN5A/GJA5/KCNE3/AKAP9/FLNA/ZMPSTE24/WDR1
MAYO	CBE	BP	GO:0032094	response to food	12	-0.5936840891597246	-1.9816587761226285	0.0036736505548773217	0.02080259952761857	0.014815737177564849	1391	tags=75%, list=25%, signal=56%	GHR/NENF/G6PD/CPS1/BBS4/SREBF1/SPX/MPO/SCNN1B
MAYO	CBE	MF	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	292	0.2272504747181059	1.497285897061953	0.0037083681622535358	0.02097111942023056	0.014935758064128368	2165	tags=52%, list=40%, signal=33%	OTX2/TFEC/FOXJ1/ZNF727/ZBTB16/ZNF770/ZNF483/NFIL3/ZNF699/CEBPD/MAFF/ZNF845/ZNF92/IKZF1/KLF4/ZBTB33/NRIP1/NKX3-1/ZNF354C/RORA/ZNF107/NFAT5/ZNF670/ZBTB38/CEBPB/FOXC1/ZNF138/ZNF221/FOSL2/BCL6B/SOX4/ZNF184/ZNF256/ZNF721/PRMT5/MYC/ZBTB1/FOXF1/FLI1/TEAD2/ZSCAN23/RELB/ZFP92/ZNF805/ETS1/ZNF81/ZNF253/ZNF17/ZNF322/KLF11/ZNF420/ZNF852/ZNF675/ZNF813/ZSCAN31/ZBTB11/MAFG/NR1D2/ZNF490/ZNF12/TBX2/ZNF808/REL/ATF6/CRY1/ZBTB41/ZBTB5/ZNF45/ZNF260/ZKSCAN5/ZNF792/ZBTB40/HLF/BATF3/PRDM16/ZNF287/ZNF134/MAFK/JDP2/ZNF573/ZNF234/ZNF701/MAZ/TEAD3/ZSCAN20/MYT1/ZNF761/ZNF480/ETV1/NFYA/ZNF460/ZNF569/ZNF595/ZNF567/RELA/ZNF91/NFE2L2/ZNF821/ZNF737/SOX13/FOXO1/ZNF525/KLF6/ZFP1/ZBTB2/ZNF473/FOXP4/ZNF157/ZNF644/THAP11/ZNF773/ZEB1/ZKSCAN4/ZNF704/ZNF521/ZFAT/TARDBP/ZNF28/ZNF668/RFX7/ZNF829/STAT3/ZNF148/KLF3/ZNF181/PKNOX1/BMI1/KLF7/ZNF468/NFE2L1/ZNF680/ZNF570/CEBPG/RBBP4/E2F4/HIVEP2/ZNF776/CLOCK/ZNF611/HIF1A/ZSCAN29/TEF/SP3/ZBTB6/ZNF664/HMGA1/ZNF263/ZNF486/ZNF772/MLX/ZNF143
MAYO	CBE	BP	GO:0072006	nephron development	23	0.48159120693608437	1.8654138397470168	0.0037432943910065265	0.021113551458223457	0.015037199022878076	619	tags=35%, list=11%, signal=31%	ANGPT2/FOXJ1/GPR4/PECAM1/RET/FOXC1/ANGPT1/MYC
MAYO	CBE	MF	GO:0033218	amide binding	114	0.3002873599398343	1.6768594225273084	0.003743537492592812	0.021113551458223457	0.015037199022878076	588	tags=23%, list=11%, signal=21%	GLP2R/OPRK1/GPR22/PLA2G4A/TLR1/ITGB2/C1QA/TLR6/CMKLR1/FOLR2/PTGES/HSP90AB1/PSAP/RANBP6/TGFB2/NFKBIA/SSTR2/ANPEP/TLR4/PANK1/RAMP3/NPR1/FKBP5/FKBP4/ADRB2/ITGAM
MAYO	CBE	MF	GO:0008289	lipid binding	207	0.2581500473728861	1.6187010830390618	0.0037507365066530855	0.021125985916301666	0.015046054919112945	963	tags=24%, list=18%, signal=21%	S100A9/FCGR3B/S100A8/ALOX5AP/HSPA8/ADORA2A/ALOX15B/SERPINA5/SYTL5/FRMPD2B/PLA2G4A/TLR1/S1PR3/TLR6/ID3/STARD8/KCNH1/CLVS2/PSAP/CERKL/RORA/FRMPD2/EXOC8/SPHK1/TLR4/UNC13C/ZFYVE9/SNX2/LY96/MYOF/SPON2/MAP1B/FABP6/NCF4/GRK5/PTAFR/CD300A/CLVS1/PDZD8/P2RX7/MANF/SYT13/FES/ITPR3/DGKB/AIDA/SAP30L/SYT14/GAP43/ABCG1
MAYO	CBE	BP	GO:0006635	fatty acid beta-oxidation	22	-0.4766917582866856	-1.9161458042477844	0.003755866682943835	0.02112675009155907	0.01504659916935226	2439	tags=86%, list=45%, signal=48%	SCP2/PPARD/ECI1/ETFA/AKT2/ACAD10/CROT/ETFDH/PEX7/ACOX2/SLC25A17/CPT2/DECR1/ECI2/ECH1/ETFB/IVD/ECHDC2/ACADL
MAYO	CBE	CC	GO:0097060	synaptic membrane	100	0.3148421817430088	1.732160213591264	0.003765820922803755	0.02115461155837966	0.01506644227450108	1443	tags=43%, list=26%, signal=32%	HSPA8/KCNA3/GLRA1/ADORA2A/RGS7BP/OPRK1/CNTN5/SLC6A5/GABRE/KCNH1/HTR5A/GABRB1/KCNA2/UNC13C/KCTD12/SYNE1/AKAP9/ZNRF2/FLRT3/CACNG2/F2R/GRIN2A/GLRA2/IL1RAPL1/DGKB/KCND3/PCDHB13/KCNJ3/KCNB1/KCND2/LRRTM2/ATP2B4/DBN1/DGKI/LRRTM3/CTNNB1/NRP2/LRRC4/IGSF9B/ITGB1/ADORA1/CACNA1C/KPNA2
MAYO	CBE	CC	GO:0005911	cell-cell junction	127	0.2882256102653626	1.6615880342160765	0.0037992119792126747	0.021313881527943786	0.015179875309935328	820	tags=29%, list=15%, signal=25%	PDLIM1/ALOX15B/GJA4/FRMPD2B/CCDC85A/SCN5A/PECAM1/GJA5/PANX1/DSP/APC/CD53/STEAP1/ESAM/S100A11/KCNA2/PIK3CA/PCDHGA12/FRMPD2/PDXP/EPHA2/LCP2/VAV1/FLRT1/ECT2/TJP3/CDH18/ITGA5/FLRT3/P2RX7/PRICKLE4/SH3KBP1/BMPR2/LAMA3/MPP7/CLIC4/FLNA
MAYO	CBE	BP	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	19	0.558862008796073	2.0631390193921586	0.0038324204479352536	0.021471706615584268	0.015292279291726309	706	tags=32%, list=13%, signal=28%	S100A9/S100A8/ACER2/NKX3-1/LAPTM5/F2R
MAYO	CBE	BP	GO:1901214	regulation of neuron death	84	0.31986427512331017	1.6848377389081457	0.003930631261512484	0.021992817772748422	0.01566341780903471	1057	tags=33%, list=19%, signal=27%	CCL2/ADORA2A/NDNF/ITGB2/C1QA/TLR6/DDIT4/PCDHGC4/HSP90AB1/TGFB2/PIK3CA/CEBPB/PCDHGC3/TLR4/NTF3/ITGAM/ANGPT1/OXR1/F2R/PSMC1/RAB29/IL27RA/HYOU1/RASA1/KCNB1/GPR75/NCOA7/INPP5A
MAYO	CBE	BP	GO:0001822	kidney development	65	0.3500195953060717	1.7391902005334983	0.003972333683086541	0.02219679191473721	0.015808689426397387	619	tags=28%, list=11%, signal=25%	ANGPT2/FOXJ1/ZBTB16/GPR4/CENPF/ID3/PECAM1/RET/NKX3-1/TGFB2/JMJD6/FOXC1/SMAD6/KCNJ8/SOX4/ADAMTS1/ANGPT1/MYC
MAYO	CBE	BP	GO:0072676	lymphocyte migration	23	0.4785608568143923	1.8536759654360482	0.004008299694571188	0.022338745333380927	0.015909789509552373	1123	tags=48%, list=21%, signal=38%	CCL2/ICAM1/RET/SPN/SLC12A2/CYP7B1/HSD3B7/FADD/IL27RA/PIK3CD/STK10
MAYO	CBE	BP	GO:0009314	response to radiation	118	0.2971583235705127	1.671549382692935	0.004003033763003117	0.022338745333380927	0.015909789509552373	1495	tags=41%, list=27%, signal=30%	ANGPT2/PTPRC/OPRK1/PTGS2/THBD/HRH1/IKBIP/CDKN1A/TRIM32/GADD45A/AQP4/TP53BP1/RGS14/CYBA/BCL3/EYS/CDC25A/ECT2/MYC/ZBTB1/GRIN2A/CHEK2/HSPA5/UNC119/RAD1/ATP8A2/CRY1/REV1/SPIDR/ZMPSTE24/CAT/NEDD4/FKBPL/PAXIP1/SMC1A/FIGNL1/USP1/ITGB1/PARP1/MSH6/HUS1/PRKDC/RELA/ID2/EEF1D/CDS1/HYAL3/POLD1
MAYO	CBE	BP	GO:0042073	intraciliary transport	20	-0.4776837900934943	-1.8913531978492482	0.004075490391130585	0.022653514263445956	0.016133969844962633	1443	tags=70%, list=26%, signal=52%	HSPB11/FUZ/IFT172/WDPCP/IFT80/RPGR/MAK/IFT88/IFT27/IFT43/IFT122/DYNC2LI1/INTU/TTC21A
MAYO	CBE	MF	GO:0022836	gated channel activity	75	0.3408160977315907	1.7436060787955319	0.004072096454519145	0.022653514263445956	0.016133969844962633	1158	tags=45%, list=21%, signal=36%	KCNA3/GLRA1/KCNH7/KCNE4/GABRE/SCN5A/CYBB/KCNG2/KCNH1/CLIC1/KCNE3/LRRC55/GABRB1/KCNA2/KCNS1/ASIC4/KCNJ8/KCNK2/CACNG2/P2RX7/GRIN2A/GLRA2/CLCN4/CLIC4/KCNJ12/ITPR3/KCND3/KCNJ3/KCNB1/ITGAV/ABCC9/KCNIP4/KCND2/KCNK9
MAYO	CBE	BP	GO:0030099	myeloid cell differentiation	109	0.30440780672621964	1.6941136875634164	0.004111875373028277	0.02282576486602311	0.016256647765723064	1661	tags=46%, list=30%, signal=33%	HSPA1A/ZBTB16/C1QC/CCR1/TGFBR2/UBASH3B/IKZF1/CITED2/LILRB3/JMJD6/NFKBIA/CSF3R/CEBPB/TLR4/EPHA2/ZFP36L1/MYC/FLI1/RELB/ETS1/ADGRF5/CAMK4/ZNF675/FLNA/FES/FADD/KITLG/MED1/TGFB1/PIK3CD/SMAP1/TGFBR3/ALAS1/B2M/LEO1/TCIRG1/SH2B3/BATF3/CTNNB1/WDR1/PARP1/PRKDC/TRAF6/ID2/JAG1/SNRK/PAFAH1B1/FAM20C/MFHAS1/ACTN1
MAYO	CBE	CC	GO:0045178	basal part of cell	54	0.372655327902119	1.7661719347899116	0.004132035507970149	0.022907614939336473	0.016314941882886895	593	tags=30%, list=11%, signal=27%	AQP9/HSP90AA1/FRMPD2B/SPEF1/MET/SLC1A5/DSP/ABCC4/KCNE3/HSP90AB1/AQP4/FRMPD2/SLC12A2/BSND/SLC39A14/SLC41A1
MAYO	CBE	BP	GO:0002040	sprouting angiogenesis	33	0.437149037359734	1.848964289142194	0.004196907085121352	0.02323172114070809	0.016545772279384485	897	tags=42%, list=16%, signal=36%	PTGS2/MMRN2/KLF4/ALOX5/EPHB4/JMJD6/SLC39A12/EPHA2/ANGPT1/PARVA/ITGA5/JAK1/ACVRL1/CLEC14A
MAYO	CBE	CC	GO:0098802	plasma membrane signaling receptor complex	45	0.4001799222225785	1.8207255592901248	0.004201481482894016	0.02323172114070809	0.016545772279384485	1064	tags=47%, list=19%, signal=38%	TLR1/CSF2RB/ITGB2/TLR6/TGFBR2/ITGA10/OSMR/RAMP3/OLFM3/ITGAM/ITGA5/CACNG2/GRIN2A/FLNA/ACVRL1/IL27RA/LIME1/BIRC2/ITGAV/B2M/CALCRL
MAYO	CBE	CC	GO:0005775	vacuolar lumen	48	0.38386204599311013	1.7915080066792626	0.004240445979589793	0.0234165620021734	0.01667741705865877	917	tags=31%, list=17%, signal=26%	FMOD/LYZ/HSP90AA1/HSPA8/IMPDH1/MNDA/CTSS/PSAP/BGN/CTSC/DCN/GPC4/CTSK/C6orf120/HSPG2
MAYO	CBE	BP	GO:0002831	regulation of response to biotic stimulus	84	0.3185779279373953	1.6780620954470804	0.004338245176633102	0.023925393868524148	0.017039810190796593	1817	tags=51%, list=33%, signal=35%	HSP90AA1/VSIG4/MNDA/COCH/MMRN2/BIRC3/TRIM5/CFH/TLR4/CYBA/SLAMF8/LY96/VAV1/DTX3L/FGR/CD160/FADD/MED1/IKBKE/HLA-B/BIRC2/RBM14/USP18/ZMPSTE24/SAMHD1/POLR3B/PARP1/PRKDC/POLR3D/TRAF6/HEXIM1/PVR/NFE2L2/CADM1/OPTN/GRN/CRK/XRCC6/SYT11/SEC14L1/ATG5/IKBKB/PPP2R3C
MAYO	CBE	MF	GO:0003730	mRNA 3'-UTR binding	42	-0.3799861489202654	-1.8283447220693174	0.004366592448282282	0.024050372469054754	0.017128820705844146	1326	tags=45%, list=24%, signal=35%	TAF15/CPEB3/HNRNPD/MIR92B/MIR34A/EXOSC8/HNRNPA1L2/ANGEL2/TUT1/NOVA1/FUS/PARN/CPEB1/TIA1/IGF2BP2/PCBP4/CSDC2/CIRBP/RBM24
MAYO	CBE	BP	GO:0062208	positive regulation of pattern recognition receptor signaling pathway	12	0.6174741588547389	1.9704460044085026	0.0043839177997442	0.02411439830028344	0.017174420290011497	471	tags=42%, list=9%, signal=38%	HSPA1A/TLR1/TLR5/TLR4/CYBA
MAYO	CBE	CC	GO:0043025	neuronal cell body	143	0.2725462891548215	1.6150229371298737	0.00439995153247549	0.02417116231476795	0.017214847964381205	958	tags=28%, list=18%, signal=24%	HSP90AA1/GLRA1/ADORA2A/RGS7BP/OPRK1/VIP/TAC1/CYBB/AKAP12/KCNH1/RET/KCNE3/HSP90AB1/HTR5A/ZNF804A/SLC38A2/TGFB2/DNAJB1/KCNA2/SLC12A2/CYBA/EPHA5/KLHL17/FKBP4/MAP1B/FLRT1/AKAP9/KCNK2/PURA/P2RX7/MYOT/VTI1A/DIXDC1/FLNA/ITPR3/ACVRL1/MAST1/KCND3/GLRX2/GAP43
MAYO	CBE	MF	GO:0043177	organic acid binding	34	0.4285363194170174	1.817059490610086	0.004430207761808957	0.024305809121208676	0.017310744234141903	236	tags=21%, list=4%, signal=20%	S100A9/S100A8/ALOX5AP/GLRA1/SERPINA5/ID3/FOLR2
MAYO	CBE	BP	GO:0031341	regulation of cell killing	17	0.5456388685588679	1.9465538540705938	0.0044401072822852295	0.02432856710371311	0.01732695260689982	1053	tags=65%, list=19%, signal=52%	PTPRC/ICAM1/HSP90AB1/CFH/VAV1/ITGAM/P2RX7/CD160/FADD/HLA-B/B2M
MAYO	CBE	BP	GO:0022408	negative regulation of cell-cell adhesion	37	0.4223830504493892	1.8344077273072452	0.004488169446944201	0.024433663784522483	0.017401803098495296	1230	tags=49%, list=22%, signal=38%	ADORA2A/FOXJ1/VSIG4/UBASH3B/CD86/KLF4/LRRC32/IL4R/SPN/CEBPB/LAPTM5/DUSP3/CD300A/BTN2A2/TGFB1/RC3H2/SH2B3/DLG5
MAYO	CBE	MF	GO:0030234	enzyme regulator activity	325	0.22112057872818008	1.473869051827645	0.0044705990865431585	0.024433663784522483	0.017401803098495296	1292	tags=30%, list=24%, signal=24%	SERPINA1/SOCS3/HSP90AA1/ALOX5AP/RANBP3L/CXCL1/NCF2/RAC2/SERPINA5/SERPINE1/BST2/INCENP/STARD8/CDKN1A/BIRC3/LRRC46/HSPB1/AFAP1L2/APC/HSP90AB1/PSAP/CCNA2/NKX3-1/ADGRV1/COL6A3/DENND2D/TBC1D9/RGS16/PIK3CA/ARHGAP42/ITPRIP/ASAP2/DOCK2/CTSC/RGS14/RCC1/RANBP2/DOCK11/PIK3R5/TBC1D14/CALM1/NCF4/VAV1/FGD5/ANOS1/SH3BP5/ECT2/PPP1R12A/PARVA/PSMC3IP/DTX3L/ELFN1/ARRB1/GTF3C4/BMPR2/GMFG/TRIM23/GPSM3/SMCR8/MAP2K6/RAP1GAP2/ARHGAP20/PRKCE/FAM13B/MOB3C/PPP1R15B/LLGL2/ARL2BP/SMAP1/RUNDC1/RASA1/ETAA1/IKBKE/BIRC2/RALBP1/CCNK/FBXO5/DENND5B/PPP1R3B/RALGPS2/ARHGEF17/TOM1L1/PPP2R2D/PPP6R1/SRGAP3/GCN1/ATP2B4/PPP2R5E/PPP2R2C/EIF2AK2/RASGRF1/CASP8AP2/DENND4C/DDX3X/RCC2/DNAJC3/SEC23B
MAYO	CBE	BP	GO:0045892	negative regulation of DNA-templated transcription	355	0.21520759919310323	1.4513443775062358	0.004483964486697297	0.024433663784522483	0.017401803098495296	2261	tags=55%, list=41%, signal=34%	HSPA8/ZBED6/HSPA1A/TFEC/FOXJ1/ZBTB16/NFIL3/CEBPD/CENPF/ID3/MAFF/IKZF1/KLF4/ZBTB33/NRIP1/CITED2/GADD45A/NKX3-1/DNAJB1/ZBTB38/CEBPB/BAG3/FOXC1/AEBP1/BCL3/ATRX/CNOT1/IRF2BPL/BCL6B/ZNF256/RASD1/PRMT5/MYC/ZBTB1/CHD3/FOXF1/SP100/LMO1/RELB/PURA/PPM1A/ZNF253/TRIM22/DACT1/KLF11/ZNF675/FLNA/MAFG/NR1D2/DPF1/MED1/SAP30L/TGFB1/ZNF620/ZHX1/ZNF12/TBX2/ZNF318/ZNF550/EZR/ZNF503/ZNF79/CRY1/ZFPM2/ING2/ZBTB5/CGGBP1/TCP10L/CUL3/PEG3/FOXN3/TPR/BATF3/PRDM16/SQSTM1/ZNF134/MAFK/JDP2/NEDD4/ZNF749/CASP8AP2/CALR/ZNF589/PIAS1/MAZ/CTNNB1/PHC3/ZNF439/ZNF891/METTL13/SIAH2/ZFP69B/PARP1/KDM5A/HCFC1/ING1/BRMS1L/TAF7/RRP8/RSF1/RELA/TRAF6/ID2/RYBP/HEXIM1/TRO/ZNF91/ZNF398/CDKN1B/LGR4/DUSP22/ZMYND8/SOX13/MIER3/DNAJB6/FOXO1/DCAF1/DR1/ZNF436/PHF6/SAP30/CIPC/RNF2/BCLAF1/ZBTB2/FOXP4/LOXL3/XRCC6/KDM4A/BRMS1/THAP11/ZEB1/RNF8/MAGEH1/ZNF614/SUV39H2/TAF3/MAGEF1/NCK1/AXIN1/WDR82/ZNF668/NIPBL/ATXN1L/STAT3/ZNF148/PHF14/FBXW11/KLF3/MBD2/BMI1/MPHOSPH8/KLF7/TLE3/TRIM37/ZBTB21/HNRNPL/TRIM27/PRMT2/RBBP4/RFC1/VGLL4/BCOR/PCGF1/PPHLN1/CLOCK/ZNF582/NOC2L/DPF3/SMARCA2/MECP2/TRIM28/SP3/ZNF846/ZBTB6/HMGA1/ZNF263/MLX/MTDH/URI1/AKIRIN2/ACVR2B/NSD1/CTCF/SFMBT2/ZNF558/FAM220A/BCORL1/OGT/RBAK/HDGF/NPAT/RNF168/RB1
MAYO	CBE	BP	GO:1902679	negative regulation of RNA biosynthetic process	355	0.21520759919310323	1.4513443775062358	0.004483964486697297	0.024433663784522483	0.017401803098495296	2261	tags=55%, list=41%, signal=34%	HSPA8/ZBED6/HSPA1A/TFEC/FOXJ1/ZBTB16/NFIL3/CEBPD/CENPF/ID3/MAFF/IKZF1/KLF4/ZBTB33/NRIP1/CITED2/GADD45A/NKX3-1/DNAJB1/ZBTB38/CEBPB/BAG3/FOXC1/AEBP1/BCL3/ATRX/CNOT1/IRF2BPL/BCL6B/ZNF256/RASD1/PRMT5/MYC/ZBTB1/CHD3/FOXF1/SP100/LMO1/RELB/PURA/PPM1A/ZNF253/TRIM22/DACT1/KLF11/ZNF675/FLNA/MAFG/NR1D2/DPF1/MED1/SAP30L/TGFB1/ZNF620/ZHX1/ZNF12/TBX2/ZNF318/ZNF550/EZR/ZNF503/ZNF79/CRY1/ZFPM2/ING2/ZBTB5/CGGBP1/TCP10L/CUL3/PEG3/FOXN3/TPR/BATF3/PRDM16/SQSTM1/ZNF134/MAFK/JDP2/NEDD4/ZNF749/CASP8AP2/CALR/ZNF589/PIAS1/MAZ/CTNNB1/PHC3/ZNF439/ZNF891/METTL13/SIAH2/ZFP69B/PARP1/KDM5A/HCFC1/ING1/BRMS1L/TAF7/RRP8/RSF1/RELA/TRAF6/ID2/RYBP/HEXIM1/TRO/ZNF91/ZNF398/CDKN1B/LGR4/DUSP22/ZMYND8/SOX13/MIER3/DNAJB6/FOXO1/DCAF1/DR1/ZNF436/PHF6/SAP30/CIPC/RNF2/BCLAF1/ZBTB2/FOXP4/LOXL3/XRCC6/KDM4A/BRMS1/THAP11/ZEB1/RNF8/MAGEH1/ZNF614/SUV39H2/TAF3/MAGEF1/NCK1/AXIN1/WDR82/ZNF668/NIPBL/ATXN1L/STAT3/ZNF148/PHF14/FBXW11/KLF3/MBD2/BMI1/MPHOSPH8/KLF7/TLE3/TRIM37/ZBTB21/HNRNPL/TRIM27/PRMT2/RBBP4/RFC1/VGLL4/BCOR/PCGF1/PPHLN1/CLOCK/ZNF582/NOC2L/DPF3/SMARCA2/MECP2/TRIM28/SP3/ZNF846/ZBTB6/HMGA1/ZNF263/MLX/MTDH/URI1/AKIRIN2/ACVR2B/NSD1/CTCF/SFMBT2/ZNF558/FAM220A/BCORL1/OGT/RBAK/HDGF/NPAT/RNF168/RB1
MAYO	CBE	BP	GO:1903507	negative regulation of nucleic acid-templated transcription	355	0.21520759919310323	1.4513443775062358	0.004483964486697297	0.024433663784522483	0.017401803098495296	2261	tags=55%, list=41%, signal=34%	HSPA8/ZBED6/HSPA1A/TFEC/FOXJ1/ZBTB16/NFIL3/CEBPD/CENPF/ID3/MAFF/IKZF1/KLF4/ZBTB33/NRIP1/CITED2/GADD45A/NKX3-1/DNAJB1/ZBTB38/CEBPB/BAG3/FOXC1/AEBP1/BCL3/ATRX/CNOT1/IRF2BPL/BCL6B/ZNF256/RASD1/PRMT5/MYC/ZBTB1/CHD3/FOXF1/SP100/LMO1/RELB/PURA/PPM1A/ZNF253/TRIM22/DACT1/KLF11/ZNF675/FLNA/MAFG/NR1D2/DPF1/MED1/SAP30L/TGFB1/ZNF620/ZHX1/ZNF12/TBX2/ZNF318/ZNF550/EZR/ZNF503/ZNF79/CRY1/ZFPM2/ING2/ZBTB5/CGGBP1/TCP10L/CUL3/PEG3/FOXN3/TPR/BATF3/PRDM16/SQSTM1/ZNF134/MAFK/JDP2/NEDD4/ZNF749/CASP8AP2/CALR/ZNF589/PIAS1/MAZ/CTNNB1/PHC3/ZNF439/ZNF891/METTL13/SIAH2/ZFP69B/PARP1/KDM5A/HCFC1/ING1/BRMS1L/TAF7/RRP8/RSF1/RELA/TRAF6/ID2/RYBP/HEXIM1/TRO/ZNF91/ZNF398/CDKN1B/LGR4/DUSP22/ZMYND8/SOX13/MIER3/DNAJB6/FOXO1/DCAF1/DR1/ZNF436/PHF6/SAP30/CIPC/RNF2/BCLAF1/ZBTB2/FOXP4/LOXL3/XRCC6/KDM4A/BRMS1/THAP11/ZEB1/RNF8/MAGEH1/ZNF614/SUV39H2/TAF3/MAGEF1/NCK1/AXIN1/WDR82/ZNF668/NIPBL/ATXN1L/STAT3/ZNF148/PHF14/FBXW11/KLF3/MBD2/BMI1/MPHOSPH8/KLF7/TLE3/TRIM37/ZBTB21/HNRNPL/TRIM27/PRMT2/RBBP4/RFC1/VGLL4/BCOR/PCGF1/PPHLN1/CLOCK/ZNF582/NOC2L/DPF3/SMARCA2/MECP2/TRIM28/SP3/ZNF846/ZBTB6/HMGA1/ZNF263/MLX/MTDH/URI1/AKIRIN2/ACVR2B/NSD1/CTCF/SFMBT2/ZNF558/FAM220A/BCORL1/OGT/RBAK/HDGF/NPAT/RNF168/RB1
MAYO	CBE	BP	GO:0045088	regulation of innate immune response	64	0.3506551903118092	1.7289846081645297	0.004561433279876917	0.024800594825037735	0.017663133604394175	1814	tags=53%, list=33%, signal=36%	HSP90AA1/VSIG4/MNDA/COCH/BIRC3/TRIM5/CFH/TLR4/SLAMF8/VAV1/FGR/CD160/FADD/MED1/IKBKE/HLA-B/BIRC2/RBM14/USP18/SAMHD1/POLR3B/PARP1/PRKDC/POLR3D/TRAF6/HEXIM1/PVR/NFE2L2/CADM1/GRN/CRK/XRCC6/ATG5/IKBKB
MAYO	CBE	BP	GO:0030101	natural killer cell activation	12	0.6155047770507209	1.9641614328985313	0.004594341468182087	0.02494745110450607	0.01776772553467621	1385	tags=67%, list=25%, signal=50%	PTPRC/NFIL3/IL15RA/ZBTB1/FGR/PIK3CD/HECTD1/PRDX1
MAYO	CBE	BP	GO:0006820	anion transport	126	0.29672374554126185	1.7027347441362524	0.004615239680853496	0.0250287998077055	0.0178256625730131	888	tags=29%, list=16%, signal=25%	AQP9/GLRA1/ADORA2A/STC1/PTGS2/SLCO4A1/PLA2G4A/SLC6A5/GABRE/CA4/FOLR2/SLC32A1/SLC1A5/CLIC1/CA2/ABCC4/PTGES/PSAP/SLC38A2/TCAF2/GABRB1/SLC12A2/CEBPB/BSND/SLCO2A1/SLC52A3/SLC39A14/PTAFR/P2RX7/FXYD3/GLRA2/SLC12A7/CLCN4/CLIC4/SLC25A25/MAP2K6/SLC16A4
MAYO	CBE	BP	GO:1900182	positive regulation of protein localization to nucleus	32	0.42767361299759554	1.804591391875683	0.0046691068123099234	0.025288504245929547	0.018010625644357438	1183	tags=41%, list=22%, signal=32%	HSP90AA1/PTGS2/HSP90AB1/BAG3/ECT2/DTX3L/CCT5/CCT4/FLNA/LIMK2/TGFB1/TPR/TCP1
