model	sex	age	ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
5xFAD	male	6 mo	BP	GO:0050764	regulation of phagocytosis	22	0.7485243695183055	1.7790941077079334	1.1772152176273852e-4	0.001971610830133193	0.0015257920016335652	128	tags=59%, list=11%, signal=54%	Clec7a/Fgr/Trem2/Slc11a1/Fcgr2b/C4b/Tlr2/Fcer1g/Ptprc/Fcgr3/Fcgr1/Cyba/Dock2
5xFAD	male	6 mo	BP	GO:0008283	cell population proliferation	222	0.5120638264334931	1.3649746439369126	1.2810155811484867e-4	0.0021292031704846816	0.0016477497068520808	312	tags=39%, list=27%, signal=35%	Itgax/Clec7a/Cd22/Lilrb4a/Trem2/Tyrobp/Cd180/Cxcl10/Psen1/Slc11a1/C3ar1/Fcgr2b/Gfap/Plau/Cd74/Tgm1/Itgb2/Il1rl1/Card11/Ptpn6/Tlr2/Rasal3/App/Gpnmb/Ptprc/Hlx/Ebi3/H2-Aa/Iqgap3/Laptm5/Apobec1/Cd86/Hcls1/Cd37/Csf2rb/Cyba/Ctsz/Hpse/Runx1/Dock2/Rac2/H2-DMb1/Mlxipl/Hhex/B2m/Lgals3/Havcr2/Ncf1/Aif1/Vsir/Hpgd/Cebpa/Grn/Inpp5d/Itgam/Csf1r/Hpgds/Ctsh/Cd9/Ifit3/Tnfrsf13b/Nckap1l/Cx3cr1/Spint1/Gpr183/Cd274/Tgfb1/Elf4/Tgfbr2/Ifitm3/Tgif1/Hck/Ang/Sash3/Csf2rb2/Ifit3b/Ifi35/Tlr9/Itgb3/Cxcr4/Fes/Tnfrsf1b/Dock8/P2ry6/Lgals9/Ptafr
5xFAD	male	6 mo	BP	GO:0060627	regulation of vesicle-mediated transport	67	0.6092772114644651	1.5734074675107617	1.3490323769099828e-4	0.002225396266872558	0.0017221917087105675	157	tags=34%, list=13%, signal=32%	Clec7a/Cd22/Siglecf/Fgr/Trem2/Slc11a1/Fcgr2b/C4b/Cd14/Cd84/Itgb2/Tlr2/Fcer1g/App/Ptprc/Fcgr3/Fcgr1/Cyba/Dock2/Rac2/Spi1/B2m/Lgals3
5xFAD	male	6 mo	MF	GO:0030545	signaling receptor regulator activity	30	0.7051207979872893	1.7360161346509748	1.3667828029219562e-4	0.002237851842993113	0.0017318308414085743	97	tags=37%, list=8%, signal=35%	Ccl4/Ccl3/Ccl6/Tnfsf8/Lilrb4a/Cxcl10/Cxcl5/App/Gpnmb/Ebi3/Ccl9
5xFAD	male	6 mo	BP	GO:0071216	cellular response to biotic stimulus	47	0.6508612521660817	1.6448600064554122	1.4910243392651502e-4	0.002423190666924252	0.00187526102084576	241	tags=53%, list=21%, signal=44%	Clec7a/Lilrb4a/Trem2/Cd180/Cd68/Cxcl10/Tlr1/Cxcl5/Fcgr2b/Cd14/Ly86/Cd84/Irf8/Tlr2/Cd86/Spi1/Trim30d/B2m/Havcr2/Cxcl16/Nlrp3/Trim30a/Cx3cr1/Cd274/Tgfb1
5xFAD	male	6 mo	BP	GO:0042127	regulation of cell population proliferation	189	0.5150345514443192	1.3707667932085366	1.5757555549514272e-4	0.0025420644761495817	0.0019672551936042197	312	tags=40%, list=27%, signal=35%	Itgax/Clec7a/Cd22/Lilrb4a/Trem2/Tyrobp/Cxcl10/C3ar1/Fcgr2b/Gfap/Plau/Cd74/Tgm1/Il1rl1/Card11/Ptpn6/Tlr2/Rasal3/App/Gpnmb/Ptprc/Hlx/H2-Aa/Iqgap3/Laptm5/Apobec1/Cd86/Hcls1/Cd37/Csf2rb/Cyba/Ctsz/Hpse/Runx1/Rac2/H2-DMb1/Mlxipl/Hhex/B2m/Lgals3/Havcr2/Aif1/Vsir/Hpgd/Cebpa/Grn/Inpp5d/Csf1r/Hpgds/Ctsh/Cd9/Ifit3/Tnfrsf13b/Nckap1l/Cx3cr1/Spint1/Gpr183/Cd274/Tgfb1/Tgfbr2/Ifitm3/Tgif1/Hck/Ang/Sash3/Csf2rb2/Ifit3b/Ifi35/Tlr9/Itgb3/Fes/Tnfrsf1b/P2ry6/Lgals9/Ptafr
5xFAD	male	6 mo	BP	GO:1903131	mononuclear cell differentiation	81	0.5850078739073534	1.5187512154840386	1.621100267225436e-4	0.002596126997293873	0.002009093147164524	366	tags=62%, list=31%, signal=45%	Tnfsf8/Ly9/Lilrb4a/Trem2/Ifi204/Slamf9/Psen1/Cd74/Lag3/Rhoh/Irf8/Ifi207/Card11/Ptpn6/Fcer1g/Ptprc/Hlx/H2-Aa/Laptm5/H2-Ab1/Runx1/Dock2/Spi1/Hhex/Bcl3/B2m/Vav1/Rsad2/Nlrp3/Vsir/Inpp5d/Nckap1l/Gpr183/Tgfb1/Tgfbr2/Sash3/Ikzf1/Tlr9/Fes/Tmem176a/Lgals9/Il1rl2/Nfam1/Tmem176b/Mafb/Csf1/Tnfsf13b/Ctsl/Plcg2/Mfng
5xFAD	male	6 mo	BP	GO:0042098	T cell proliferation	47	0.6477960950099261	1.6371137250430805	1.6958941738014777e-4	0.002676828645554275	0.002071546612905553	308	tags=66%, list=26%, signal=51%	Lilrb4a/Slc11a1/Itgb2/Card11/Ptpn6/Rasal3/Gpnmb/Ptprc/Ebi3/H2-Aa/Laptm5/Cd86/Cd37/Dock2/Rac2/H2-DMb1/Lgals3/Havcr2/Aif1/Vsir/Itgam/Nckap1l/Cd274/Tgfb1/Elf4/Tgfbr2/Sash3/Cxcr4/Tnfrsf1b/Dock8/Lgals9
5xFAD	male	6 mo	BP	GO:0009967	positive regulation of signal transduction	171	0.5257412201318918	1.3974585385278164	1.6891173739061672e-4	0.002676828645554275	0.002071546612905553	373	tags=49%, list=32%, signal=39%	Ccl4/Ccl3/Ccl6/Fgr/Trem2/Slc15a3/Cd180/Psen1/Tlr1/Cxcl5/Fcgr2b/Cd14/Zbp1/Cd74/Ly86/Cd84/Card11/Ptpn6/Tlr2/App/Nlrc5/Gpnmb/Ptprc/Naip2/Ccl9/Iqgap3/Laptm5/Cd86/Hcls1/Cyba/Hpse/Naip6/Ddx60/Dock2/Ticam2/Trim14/Spi1/Hhex/Trim30d/Naip5/Havcr2/Irf7/C3/Rsad2/Vsir/Pik3cg/Csf1r/Trim30a/Tlr7/Ctsh/Nckap1l/Cx3cr1/Gpr183/Tgfb1/Parp14/Tgfbr2/Pik3ap1/Irgm1/Ifi35/Tlr9/Ctsc/Itgb3/Cxcr4/Il10ra/P2ry6/Lgals9/Chil1/Sting1/F11r/Cmtm3/Igtp/Parp9/Nfam1/Dhx58/Rab29/Casp8/Csf1/Plcg2/Trim12a/Mfng/Tgfbr1/Trim21/P2ry12
5xFAD	male	6 mo	BP	GO:0051607	defense response to virus	57	0.6155800733729927	1.5723096144387343	1.762416489270877e-4	0.002742370054936386	0.0021222678590473495	380	tags=75%, list=33%, signal=53%	Itgax/Ifi204/Cxcl10/Zbp1/Ifi207/Mx1/Ptprc/Oas1b/Apobec1/Cd86/Oas1a/Cd37/Slfn9/Ddx60/Ticam2/Trim30d/Irf5/Slfn8/Oasl2/Irf7/Mx2/Bst2/Rsad2/Nlrp3/Unc93b1/Trim30a/Tlr7/Ifit3/Isg15/Ifit1/Rtp4/Ifitm3/Ifit3b/Tlr9/Sting1/Parp9/Dhx58/Apobec3/Stat1/Trim12a/Trim21/Ifi27/Eif2ak2
5xFAD	male	6 mo	BP	GO:0140546	defense response to symbiont	57	0.6155800733729927	1.5723096144387343	1.762416489270877e-4	0.002742370054936386	0.0021222678590473495	380	tags=75%, list=33%, signal=53%	Itgax/Ifi204/Cxcl10/Zbp1/Ifi207/Mx1/Ptprc/Oas1b/Apobec1/Cd86/Oas1a/Cd37/Slfn9/Ddx60/Ticam2/Trim30d/Irf5/Slfn8/Oasl2/Irf7/Mx2/Bst2/Rsad2/Nlrp3/Unc93b1/Trim30a/Tlr7/Ifit3/Isg15/Ifit1/Rtp4/Ifitm3/Ifit3b/Tlr9/Sting1/Parp9/Dhx58/Apobec3/Stat1/Trim12a/Trim21/Ifi27/Eif2ak2
5xFAD	male	6 mo	BP	GO:0048002	antigen processing and presentation of peptide antigen	29	0.7132962971518755	1.7501918998658377	1.780254712846493e-4	0.002750618901398032	0.002128651483929869	213	tags=69%, list=18%, signal=58%	Trem2/Slc11a1/Fcgr2b/Cd74/H2-Ob/Fcer1g/Ctss/H2-Aa/H2-Q6/Fcgr3/H2-Ab1/Fcgr1/H2-Q7/H2-DMb1/Tap1/B2m/H2-Eb1/H2-Q4/Unc93b1/H2-K1
5xFAD	male	6 mo	BP	GO:0071310	cellular response to organic substance	258	0.49428336144142493	1.3207539689086814	1.8704965141957725e-4	0.0028698387077940733	0.0022209134172968574	313	tags=39%, list=27%, signal=36%	Ccl4/Ccl3/Ccl6/Lilrb4a/Trem2/Cd180/Cd68/Ifi204/Cxcl10/Psen1/Cxcl5/Fcgr2b/Cd14/Ifi209/Zbp1/Cd74/Ly86/Gm4951/Cd84/Irf8/Ifi207/Ptpn6/Csf3r/Capg/Tlr2/Fcer1g/App/Nlrc5/Ptprc/Ebi3/Naip2/Ccl9/Iqgap3/Laptm5/Cd86/Oas1a/H2-Ab1/Hcls1/Csf2rb/Cyba/H2-Q7/Naip6/Runx1/Ticam2/Spi1/Mlxipl/Hhex/Ncf2/Trim30d/Lox/Rab7b/B2m/Irf5/Dok1/Naip5/Havcr2/Oasl2/Irf7/Il21r/Iigp1/Cxcl16/Nlrp3/Lpxn/Vsir/Lpl/Lsp1/Hpgd/Cebpa/Pik3cg/Csf1r/Trim30a/Ifit3/Gbp3/Cx3cr1/Isg15/Cd274/Tgfb1/Parp14/Tgfbr2/Ifit1/Irgm1/Ifitm3/Hk2/Csf2rb2/P2ry13/Il3ra/Tlr9/Itgb3/Gbp2/Cxcr4/Il10ra/Irgm2/Slc2a5/Fes/Gna15/Tnfrsf1b/Dock8/P2ry6/Sting1/Eif4ebp1
5xFAD	male	6 mo	MF	GO:0051082	unfolded protein binding	11	-0.6463488663355702	-2.2356889793510137	1.9189973630687657e-4	0.0029238057045644942	0.0022626774463669	143	tags=55%, list=12%, signal=48%	Dnajb5/Serpinh1/Hspa5/Dnajb1/Hspa1a/Hspa1b
5xFAD	male	6 mo	BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	38	0.6671966126951387	1.6685615122525395	2.0621764535317248e-4	0.0030778334279242202	0.002381876562511043	207	tags=50%, list=18%, signal=43%	Clec7a/Cd22/Lilrb4a/Tyrobp/Psen1/Klhl6/C3ar1/Card11/Ptpn6/Tlr2/Thy1/Fcer1g/Ptprc/Laptm5/Lgals3/Lcp2/Lat2/Lpxn/Fyb
5xFAD	male	6 mo	BP	GO:0002757	immune response-activating signal transduction	38	0.6671966126951387	1.6685615122525395	2.0621764535317248e-4	0.0030778334279242202	0.002381876562511043	207	tags=50%, list=18%, signal=43%	Clec7a/Cd22/Lilrb4a/Tyrobp/Psen1/Klhl6/C3ar1/Card11/Ptpn6/Tlr2/Thy1/Fcer1g/Ptprc/Laptm5/Lgals3/Lcp2/Lat2/Lpxn/Fyb
5xFAD	male	6 mo	BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	38	0.6671966126951387	1.6685615122525395	2.0621764535317248e-4	0.0030778334279242202	0.002381876562511043	207	tags=50%, list=18%, signal=43%	Clec7a/Cd22/Lilrb4a/Tyrobp/Psen1/Klhl6/C3ar1/Card11/Ptpn6/Tlr2/Thy1/Fcer1g/Ptprc/Laptm5/Lgals3/Lcp2/Lat2/Lpxn/Fyb
5xFAD	male	6 mo	BP	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	14	0.7976720642558663	1.7928747111578136	2.2968467826597452e-4	0.003343703583821644	0.002587628403159004	212	tags=86%, list=18%, signal=71%	Trem2/Fcgr2b/Cd74/H2-Ob/Fcer1g/Ctss/H2-Aa/H2-Ab1/H2-DMb1/B2m/H2-Eb1/Unc93b1
5xFAD	male	6 mo	BP	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	14	0.7976720642558663	1.7928747111578136	2.2968467826597452e-4	0.003343703583821644	0.002587628403159004	212	tags=86%, list=18%, signal=71%	Trem2/Fcgr2b/Cd74/H2-Ob/Fcer1g/Ctss/H2-Aa/H2-Ab1/H2-DMb1/B2m/H2-Eb1/Unc93b1
5xFAD	male	6 mo	MF	GO:0004888	transmembrane signaling receptor activity	88	0.57738834139235	1.5029428343162556	2.2559278437404715e-4	0.003343703583821644	0.002587628403159004	318	tags=57%, list=27%, signal=45%	Or5v1b/Trem2/Cnr2/Cd180/Tlr1/C3ar1/Gpr84/Fcgr2b/Cd74/Lag3/Itgb2/Fcrls/Il1rl1/Tlr13/Ptpn6/Csf3r/Tlr2/Fcer1g/Ebi3/Tlr12/Milr1/Fcgr3/Fcgr1/Cd300c2/Csf2rb/Vmn2r1/H2-Eb1/Lpar5/Il21r/Hpgd/Adgre1/Csf1r/Tlr7/Ctsh/Cx3cr1/Gpr183/Gpr34/Tgfbr2/Csf2rb2/P2ry13/Cd72/Il3ra/Tlr9/Cxcr4/Il10ra/Tnfrsf1b/P2ry6/Ptafr/Cmklr1/Il1rl2
5xFAD	male	6 mo	CC	GO:0005887	integral component of plasma membrane	115	0.554361038698161	1.4549254087901937	2.3012727491206395e-4	0.003343703583821644	0.002587628403159004	299	tags=43%, list=26%, signal=35%	Itgax/Cd22/Trem2/Tyrobp/Psen1/Tlr1/Gpr84/Fcgr2b/Cybb/Trpm1/Cd74/St14/Itgb2/Hvcn1/Fcrls/Tlr13/Tlr2/Fcer1g/Gpnmb/Ptprc/Tlr12/Laptm5/Milr1/Fcgr3/Fcgr1/Cd37/Csf2rb/Cyba/Vmn2r1/Ticam2/Ncf2/Cd53/Ncf1/Ncf4/Itgam/Adgre1/Csf1r/Cd9/Tnfrsf13b/Cx3cr1/Tgfbr2/Slc16a3/Csf2rb2/Gsdmd/Cd72/Itgb3/Il10ra/Abcc3/Slc2a5
5xFAD	male	6 mo	BP	GO:0070098	chemokine-mediated signaling pathway	10	0.8517000288510979	1.8015438783977382	2.564071296617313e-4	0.003701034489985779	0.002864159973298979	97	tags=70%, list=8%, signal=65%	Ccl4/Ccl3/Ccl6/Trem2/Cxcl10/Cxcl5/Ccl9
5xFAD	male	6 mo	BP	GO:0030335	positive regulation of cell migration	77	0.5853735161530467	1.5211154699752343	2.6202512632241486e-4	0.00375740605981293	0.002907784855576575	317	tags=52%, list=27%, signal=40%	Itgax/Clec7a/Fgr/Trem2/Cxcl10/C3ar1/Plau/Cd74/Myo1f/Tlr2/Thy1/App/Gpnmb/Ptprc/Hpse/Rac2/Spi1/Lgals3/Cxcl16/Aif1/Vsir/Grn/Pik3cg/Csf1r/Ctsh/Nckap1l/Cx3cr1/Anxa3/Cd274/Tgfb1/Tgfbr2/Gpsm3/Itgb3/Cxcr4/Fermt3/Dock8/P2ry6/Lgals9/Ptafr/Cmklr1
5xFAD	male	6 mo	BP	GO:0045576	mast cell activation	18	0.7644324639118207	1.7863780827000144	2.670510064932913e-4	0.00380460979380702	0.002944314924632118	184	tags=72%, list=16%, signal=62%	Lilrb4a/Fgr/Cnr2/Cd48/Cd84/Rhoh/Ptpn6/Fcer1g/Milr1/Fcgr3/Rac2/Lcp2/Lat2
5xFAD	male	6 mo	BP	GO:0031641	regulation of myelination	10	0.8500454035432566	1.7980439605940435	2.722118045370937e-4	0.0038284147381691253	0.0029627371168578416	2	tags=20%, list=0%, signal=20%	Cst7/Itgax
5xFAD	male	6 mo	BP	GO:2000147	positive regulation of cell motility	79	0.5832040621240636	1.5147328530410762	2.71138817929304e-4	0.0038284147381691253	0.0029627371168578416	317	tags=52%, list=27%, signal=41%	Itgax/Clec7a/Fgr/Trem2/Cxcl10/C3ar1/Plau/Cd74/Myo1f/Tlr2/Thy1/App/Gpnmb/Ptprc/Hpse/Rac2/Spi1/Lgals3/Cxcl16/Defb1/Aif1/Vsir/Grn/Pik3cg/Csf1r/Ctsh/Nckap1l/Cx3cr1/Anxa3/Cd274/Tgfb1/Tgfbr2/Gpsm3/Itgb3/Cxcr4/Fermt3/Dock8/P2ry6/Lgals9/Ptafr/Cmklr1
5xFAD	male	6 mo	BP	GO:0045088	regulation of innate immune response	54	0.6290876412460641	1.6065540111864924	2.8537955758183085e-4	0.0039880429893919545	0.0030862703746529882	372	tags=74%, list=32%, signal=53%	Clec7a/Fgr/Trem2/Tyrobp/Ifi204/Ifi209/Zbp1/Cd74/Lag3/Ifi207/Myo1f/Tlr2/Nlrc5/Oas1a/Spi1/Trim30d/Tap1/Havcr2/Vav1/Irf7/C3/Ncf1/Grn/Trim30a/Isg15/Parp14/Irgm1/H2-M3/Ifi35/Tlr9/Lgals9/Sting1/Igtp/Parp9/Dhx58/Casp8/Cfh/Plcg2/Trim12a/Trim21
5xFAD	male	6 mo	BP	GO:0050766	positive regulation of phagocytosis	17	0.7784236986311441	1.8021385444665659	2.942125396060217e-4	0.004000645162669949	0.003096022956093954	128	tags=65%, list=11%, signal=58%	Clec7a/Trem2/Slc11a1/Fcgr2b/C4b/Fcer1g/Ptprc/Fcgr3/Fcgr1/Cyba/Dock2
5xFAD	male	6 mo	BP	GO:0032635	interleukin-6 production	38	0.6613344241084613	1.6539010327669137	2.9539859450890233e-4	0.004000645162669949	0.003096022956093954	231	tags=58%, list=20%, signal=48%	Lilrb4a/Trem2/Tyrobp/Tlr1/Cd74/Cd84/Ptpn6/Tlr2/Fcer1g/App/Laptm5/Cyba/Ticam2/Rab7b/Havcr2/Aif1/Lpl/Inpp5d/Unc93b1/Trim30a/Tlr7/Nckap1l
5xFAD	male	6 mo	BP	GO:0032675	regulation of interleukin-6 production	38	0.6613344241084613	1.6539010327669137	2.9539859450890233e-4	0.004000645162669949	0.003096022956093954	231	tags=58%, list=20%, signal=48%	Lilrb4a/Trem2/Tyrobp/Tlr1/Cd74/Cd84/Ptpn6/Tlr2/Fcer1g/App/Laptm5/Cyba/Ticam2/Rab7b/Havcr2/Aif1/Lpl/Inpp5d/Unc93b1/Trim30a/Tlr7/Nckap1l
5xFAD	male	6 mo	BP	GO:0050670	regulation of lymphocyte proliferation	49	0.6415561564875198	1.6261830780731157	2.9052716984479237e-4	0.004000645162669949	0.003096022956093954	308	tags=63%, list=26%, signal=49%	Cd22/Lilrb4a/Tyrobp/Fcgr2b/Cd74/Card11/Ptpn6/Rasal3/Gpnmb/Ptprc/H2-Aa/Laptm5/Cd86/Cd37/Rac2/H2-DMb1/Lgals3/Havcr2/Aif1/Vsir/Inpp5d/Tnfrsf13b/Nckap1l/Gpr183/Cd274/Tgfb1/Tgfbr2/Sash3/Tlr9/Tnfrsf1b/Lgals9
5xFAD	male	6 mo	BP	GO:0030099	myeloid cell differentiation	72	0.5937121987325242	1.536637041210363	2.939230770538129e-4	0.004000645162669949	0.003096022956093954	245	tags=44%, list=21%, signal=37%	Ccl3/Lilrb4a/Trem2/Tyrobp/Ifi204/Psen1/Cd74/Irf8/Ifi207/Ptpn6/Csf3r/Tlr2/Fcer1g/App/C1qc/Hcls1/Clec5a/Runx1/Spi1/Hhex/Lox/Rab7b/B2m/Cebpa/Inpp5d/Itgam/Csf1r/Nckap1l/Gpr183/Isg15/Tgfb1/Tgfbr2
5xFAD	male	6 mo	BP	GO:0071219	cellular response to molecule of bacterial origin	45	0.6383566840507867	1.6140238760184278	3.085182803262146e-4	0.004152693908194569	0.0032136905790518836	241	tags=53%, list=21%, signal=44%	Lilrb4a/Trem2/Cd180/Cd68/Cxcl10/Tlr1/Cxcl5/Fcgr2b/Cd14/Ly86/Cd84/Irf8/Tlr2/Cd86/Spi1/Trim30d/B2m/Havcr2/Cxcl16/Nlrp3/Trim30a/Cx3cr1/Cd274/Tgfb1
5xFAD	male	6 mo	BP	GO:0030155	regulation of cell adhesion	103	0.5551073953925709	1.4530075644291902	3.2582109793923404e-4	0.0043588505419431675	0.0033732312642874487	359	tags=54%, list=31%, signal=41%	Lilrb4a/Plau/Cd74/Lag3/H2-Ob/Itgb2/Rhoh/Card11/Ptpn6/Myo1f/Thy1/Rasal3/Gpnmb/Ptprc/Hlx/H2-Aa/Laptm5/Cd86/H2-Ab1/Cd37/Hpse/Runx1/Rac2/H2-DMb1/Spi1/B2m/Apbb1ip/Lgals3/H2-Eb1/Havcr2/Vav1/Tnfaip8l2/Nlrp3/Lpxn/Aif1/Vsir/Cd9/Nckap1l/Cd274/Tgfb1/Tgfbr2/Sash3/Itgb3/Cxcr4/Fes/Fermt3/Dock8/Lgals9/Ptafr/F11r/Il1rl2/Csf1/Akna/Mmp2/Tnfsf13b/Ccdc88b
5xFAD	male	6 mo	BP	GO:0099024	plasma membrane invagination	23	0.7224236350632655	1.7344098384332194	3.34509660550947e-4	0.004413508815500522	0.003415530259272821	231	tags=61%, list=20%, signal=50%	Clec7a/Trem2/Fcgr2b/Itgb2/Rhoh/Fcer1g/Fcgr3/Fcgr1/Rac2/C3/Aif1/Bin2/Itgam/Nckap1l
5xFAD	male	6 mo	BP	GO:0050727	regulation of inflammatory response	57	0.6040245589615824	1.5427946135562463	3.359416463940689e-4	0.004413508815500522	0.003415530259272821	318	tags=56%, list=27%, signal=43%	Cst7/Ccl3/Trem2/Cnr2/Fcgr2b/Zbp1/Il1rl1/Tlr2/Fcer1g/App/Ctss/Fcgr3/Fcgr1/Hpse/C3/Ncf1/Tnfaip8l2/Nlrp3/Lpl/Cebpa/Grn/Pik3cg/Cx3cr1/Pik3ap1/Gpsm3/Ifi35/Tlr9/Ctsc/Tnfrsf1b/Lgals9/Sting1/Il1rl2
5xFAD	male	6 mo	BP	GO:0040017	positive regulation of locomotion	80	0.5808446473000817	1.5072360738469954	3.3493482827300775e-4	0.004413508815500522	0.003415530259272821	317	tags=51%, list=27%, signal=40%	Itgax/Clec7a/Fgr/Trem2/Cxcl10/C3ar1/Plau/Cd74/Myo1f/Tlr2/Thy1/App/Gpnmb/Ptprc/Hpse/Rac2/Spi1/Lgals3/Cxcl16/Defb1/Aif1/Vsir/Grn/Pik3cg/Csf1r/Ctsh/Nckap1l/Cx3cr1/Anxa3/Cd274/Tgfb1/Tgfbr2/Gpsm3/Itgb3/Cxcr4/Fermt3/Dock8/P2ry6/Lgals9/Ptafr/Cmklr1
5xFAD	male	6 mo	BP	GO:0002478	antigen processing and presentation of exogenous peptide antigen	19	0.7590222845781512	1.7767121194462314	3.4187308075175394e-4	0.004464699637912787	0.003455145859978566	213	tags=79%, list=18%, signal=66%	Fcgr2b/Cd74/H2-Ob/Fcer1g/Ctss/H2-Aa/Fcgr3/H2-Ab1/Fcgr1/H2-DMb1/Tap1/B2m/H2-Eb1/Unc93b1/H2-K1
5xFAD	male	6 mo	BP	GO:0000165	MAPK cascade	94	0.5653809445491009	1.4732488303784659	3.5771917021355586e-4	0.004643999168334565	0.003593902345403087	241	tags=36%, list=21%, signal=31%	Ccl4/Ccl3/Ccl6/Lilrb4a/Trem2/Psen1/Slc11a1/Fcgr2b/Cd74/Cd84/Tlr13/Ptpn6/Tlr2/App/Gpnmb/Ptprc/Naip2/Ccl9/Iqgap3/Laptm5/Naip6/Spi1/Trim30d/Dok1/Naip5/Havcr2/C3/Pik3cg/Csf1r/Trim30a/Tlr7/Ctsh/Gpr183/Tgfb1
5xFAD	male	6 mo	BP	GO:0007162	negative regulation of cell adhesion	41	0.6527428866686449	1.6424376137454377	3.633650472204266e-4	0.004689546550597741	0.003629150595458502	241	tags=56%, list=21%, signal=46%	Lilrb4a/Cd74/Lag3/Ptpn6/Myo1f/Gpnmb/Ptprc/Hlx/H2-Aa/Laptm5/Cd86/Cd37/Runx1/Spi1/Lgals3/Havcr2/Tnfaip8l2/Lpxn/Vsir/Cd9/Nckap1l/Cd274/Tgfb1
5xFAD	male	6 mo	BP	GO:0019884	antigen processing and presentation of exogenous antigen	20	0.7426662461422107	1.7555058491533067	3.7260862578956233e-4	0.004752926308036627	0.0036781989804073683	213	tags=75%, list=18%, signal=62%	Fcgr2b/Cd74/H2-Ob/Fcer1g/Ctss/H2-Aa/Fcgr3/H2-Ab1/Fcgr1/H2-DMb1/Tap1/B2m/H2-Eb1/Unc93b1/H2-K1
5xFAD	male	6 mo	BP	GO:1903037	regulation of leukocyte cell-cell adhesion	64	0.6065303757346763	1.5619887058127684	3.7176117485216364e-4	0.004752926308036627	0.0036781989804073683	245	tags=50%, list=21%, signal=42%	Lilrb4a/Cd74/Lag3/H2-Ob/Itgb2/Rhoh/Card11/Ptpn6/Thy1/Rasal3/Gpnmb/Ptprc/Hlx/H2-Aa/Laptm5/Cd86/H2-Ab1/Cd37/Runx1/H2-DMb1/B2m/Lgals3/H2-Eb1/Havcr2/Tnfaip8l2/Nlrp3/Aif1/Vsir/Nckap1l/Cd274/Tgfb1/Tgfbr2
5xFAD	male	6 mo	BP	GO:0032602	chemokine production	22	0.728064200988507	1.7304643412549048	3.809125991957803e-4	0.00480744867650457	0.003720392801037217	223	tags=73%, list=19%, signal=60%	Lilrb4a/Trem2/Slamf9/Cxcl5/Cd74/Cd84/Il1rl1/Tlr2/App/Oas1a/Ticam2/Havcr2/Aif1/Lpl/Csf1r/Tlr7
5xFAD	male	6 mo	BP	GO:0032944	regulation of mononuclear cell proliferation	51	0.6340578813458905	1.6106062068675697	3.812653006890589e-4	0.00480744867650457	0.003720392801037217	308	tags=63%, list=26%, signal=48%	Cd22/Lilrb4a/Tyrobp/Fcgr2b/Cd74/Card11/Ptpn6/Rasal3/Gpnmb/Ptprc/H2-Aa/Laptm5/Cd86/Cd37/Rac2/H2-DMb1/Lgals3/Havcr2/Aif1/Vsir/Inpp5d/Csf1r/Tnfrsf13b/Nckap1l/Gpr183/Cd274/Tgfb1/Tgfbr2/Sash3/Tlr9/Tnfrsf1b/Lgals9
5xFAD	male	6 mo	BP	GO:0006911	phagocytosis, engulfment	22	0.7267628321341758	1.727371245351848	3.9983969569282814e-4	0.004984365297443551	0.0038573051982806923	231	tags=64%, list=20%, signal=52%	Clec7a/Trem2/Fcgr2b/Itgb2/Rhoh/Fcer1g/Fcgr3/Fcgr1/Rac2/C3/Aif1/Bin2/Itgam/Nckap1l
5xFAD	male	6 mo	BP	GO:0010647	positive regulation of cell communication	188	0.5052394235862061	1.3443181461742488	3.9873103308709495e-4	0.004984365297443551	0.0038573051982806923	373	tags=46%, list=32%, signal=37%	Ccl4/Ccl3/Ccl6/Fgr/Trem2/Slc15a3/Tyrobp/Cd180/Psen1/Tlr1/Cxcl5/Fcgr2b/Cd14/Gfap/Zbp1/Cd74/Ly86/Cd84/Card11/Ptpn6/Tlr2/App/Nlrc5/Gpnmb/Ptprc/Naip2/Ccl9/Iqgap3/Laptm5/Cd86/Hcls1/Cyba/Hpse/Naip6/Runx1/Ddx60/Dock2/Ticam2/Trim14/Spi1/Hhex/Trim30d/Naip5/Havcr2/Irf7/C3/Rsad2/Vsir/Pik3cg/Csf1r/Trim30a/Tlr7/Ctsh/Nckap1l/Cx3cr1/Gpr183/Tgfb1/Parp14/Tgfbr2/Pik3ap1/Irgm1/Ifi35/Tlr9/Ctsc/Itgb3/Cxcr4/Il10ra/P2ry6/Lgals9/Chil1/Sting1/F11r/Cmtm3/Igtp/Parp9/Nfam1/Dhx58/Rab29/Casp8/Csf1/Plcg2/Trim12a/Mfng/Tgfbr1/Trim21/P2ry12
